name,age,nationality,height_cm,weight_kgs,body_type,positions,acceleration,sprint_speed,agility,dribbling,ball_control,short_passing,long_passing,vision,finishing,positioning,interceptions,standing_tackle,sliding_tackle,strength,stamina,crossing,heading_accuracy,volleys,curve,freekick_accuracy,shot_power,jumping,long_shots,aggression,marking,reactions,balance,composure,penalties,overall_rating,potential,value_euro,wage_euro,international_reputation(1-5),weak_foot(1-5),skill_moves(1-5),potential_level,growth_index,strength_index,attacking_score,midfield_score,defensive_score,recommended_role
K. Stafylidis,25,Greece,152.4,77.1,Normal,"LB,LWB",75,78,73,72,75,73,74,41,48,41,64,78,80,71,70,77,51,68,76,81,89,70,85,85,75,74,75,66,46,75,78,7000000.0,18000.0,1,3,3,Medium,3,60.8,62.5,64.5,73.25,Defender
A. Nwakaeme,29,Nigeria,185.42,79.8,Normal,LM,79,83,76,77,69,68,58,62,73,73,13,37,34,79,69,56,66,61,47,29,78,71,69,49,27,66,61,70,68,71,71,2300000.0,20000.0,1,3,3,Medium,0,69.8,75.25,64.25,40.75,Attacker
H. Shaian,29,Saudi Arabia,190.5,78.9,Lean,GK,48,48,38,11,20,21,17,40,11,10,17,15,15,72,36,20,15,13,15,15,17,40,19,18,17,61,40,59,22,62,62,200000.0,3000.0,1,2,1,Low,0,23.8,12.25,28.5,29.75,Defender
C. Clemens,27,Germany,152.4,78.9,Normal,"RM,LM",83,79,70,70,73,73,67,73,66,71,39,45,37,68,74,68,68,61,75,69,73,68,71,58,58,73,72,69,55,73,73,4300000.0,17000.0,2,3,3,Medium,0,71.2,70.0,71.75,47.25,Midfielder
Son Mu Bin,20,Korea Republic,187.96,82.1,Normal,GK,19,24,22,11,14,15,25,32,6,8,11,12,12,60,18,10,10,5,13,10,15,45,7,25,15,56,32,54,17,57,72,190000.0,1000.0,1,2,1,Medium,15,16.4,10.0,22.5,23.75,Defender
Álex Mula,22,Spain,152.4,64.0,Normal,"LM,RM",70,71,69,71,70,69,65,61,63,62,41,36,38,66,61,70,48,50,65,42,59,65,58,55,33,63,68,59,48,68,76,1300000.0,3000.0,1,3,3,Medium,8,65.0,63.75,64.0,45.25,Midfielder
Y. Nogami,27,Japan,154.94,72.1,Lean,CB,59,61,51,58,55,68,57,28,22,26,62,66,57,71,60,29,55,24,31,23,39,61,36,45,69,65,64,48,27,63,66,375000.0,2000.0,1,2,2,Low,3,47.2,36.25,53.25,64.0,Defender
G. Verón,29,Argentina,152.4,76.2,Normal,"RM,LM,ST",85,88,86,72,68,67,58,68,66,68,37,37,31,63,65,69,55,71,48,66,71,46,64,54,31,71,70,64,67,71,71,2400000.0,14000.0,1,3,3,Medium,0,67.6,69.25,64.5,42.0,Attacker
M. Janzer,27,Germany,152.4,77.1,Normal,"LM,RM,ST",69,67,73,66,64,64,54,56,61,58,47,46,45,68,60,59,54,57,50,41,61,71,52,59,40,63,76,60,49,63,64,425000.0,2000.0,1,5,3,Low,1,61.4,61.5,58.5,51.5,Attacker
V. Wormgoor,30,Netherlands,187.96,81.2,Normal,CB,34,37,36,47,67,63,68,53,28,34,72,72,70,87,71,41,72,58,58,62,64,72,22,79,71,67,45,67,65,73,73,3100000.0,5000.0,1,3,2,Medium,0,52.4,43.25,63.75,75.25,Defender
J. Huth,24,Germany,185.42,79.8,Normal,GK,54,55,50,22,24,33,30,42,16,20,25,14,11,63,32,17,10,15,22,15,25,74,14,28,22,66,44,41,24,69,77,1200000.0,8000.0,1,4,1,Medium,8,29.0,20.75,34.25,28.25,Midfielder
G. McCleary,31,Jamaica,182.88,76.2,Normal,"RM,RW",77,74,67,69,68,63,55,66,63,63,38,50,43,70,52,63,55,70,68,63,78,73,69,55,48,66,66,59,67,67,67,675000.0,11000.0,1,3,3,Low,0,62.6,68.25,59.0,50.25,Attacker
Renato,26,Brazil,185.42,78.0,Lean,"CDM,CM",68,68,65,61,66,65,59,56,49,60,68,64,68,71,63,66,66,59,53,48,65,70,44,73,66,62,58,55,55,66,71,725000.0,1000.0,1,3,2,Medium,5,58.8,58.75,60.75,67.75,Defender
J. Dodd,18,England,152.4,66.2,Lean,CM,68,69,60,47,54,55,54,53,41,48,40,45,43,43,67,42,40,37,43,35,46,58,38,36,41,51,74,56,49,53,66,100000.0,1000.0,1,3,2,Low,13,52.6,45.5,57.25,42.75,Midfielder
N. Al Harthi,20,Saudi Arabia,170.18,58.1,Lean,"RM,CAM,ST",72,73,74,56,54,53,49,51,49,54,18,21,23,43,52,51,30,47,45,42,52,50,46,33,17,49,80,46,48,56,70,190000.0,2000.0,1,3,2,Medium,14,52.2,52.75,51.25,26.25,Attacker
C. Wood,22,England,152.4,78.0,Normal,"LB,LWB,LM",72,69,69,58,56,43,36,46,35,59,56,58,57,66,69,56,48,30,40,41,34,62,29,59,61,56,69,48,37,59,68,210000.0,1000.0,1,2,2,Medium,9,50.2,46.5,48.5,59.25,Defender
Filipe Augusto,25,Brazil,182.88,79.8,Normal,"CM,CDM",66,67,70,73,71,74,72,70,54,63,70,70,60,67,70,66,55,54,63,62,74,62,65,71,68,71,67,74,68,71,75,3000000.0,6000.0,1,2,3,Medium,4,68.2,66.0,71.5,66.75,Midfielder
K. Acosta,23,United States,152.4,68.0,Lean,"CM,CDM",80,79,74,71,72,71,67,69,60,66,66,67,60,68,88,68,66,55,77,73,79,78,73,78,65,73,74,72,66,72,80,4500000.0,6000.0,1,5,3,Medium,8,71.8,69.0,73.75,65.25,Midfielder
R. Petrović,30,Serbia,193.04,78.0,Lean,CDM,46,40,41,65,70,75,74,67,48,55,78,79,65,79,79,49,67,36,36,33,63,60,67,77,72,70,34,67,47,75,75,5000000.0,12000.0,1,2,2,Medium,0,66.8,57.75,73.75,75.25,Defender
A. Sokol,21,Russia,185.42,77.1,Normal,"CB,RB,LB",62,61,42,26,29,51,35,33,20,26,52,52,55,70,60,40,52,26,30,23,40,68,21,65,49,49,57,35,35,55,63,110000.0,1000.0,1,3,2,Low,8,38.0,28.0,44.75,57.25,Defender
N. Al Dajani,22,Saudi Arabia,170.18,68.0,Lean,"CAM,CM",72,78,51,53,58,61,58,55,47,54,22,41,48,43,56,40,44,44,43,42,40,54,45,43,35,42,81,59,44,56,67,160000.0,2000.0,1,2,2,Low,11,54.4,48.5,57.5,38.5,Midfielder
J. Ríos,27,Colombia,175.26,67.1,Lean,CDM,74,65,68,58,65,67,65,64,62,60,58,62,57,64,77,59,55,36,41,31,64,66,33,70,66,62,74,64,47,65,67,550000.0,1000.0,1,2,2,Low,2,65.6,61.0,68.25,60.25,Midfielder
L. Sætra,27,Norway,195.58,89.8,Normal,CB,42,47,31,32,48,52,49,46,33,35,62,63,60,86,63,39,66,23,29,18,57,31,30,69,55,58,29,60,27,63,65,375000.0,1000.0,1,3,2,Low,2,45.2,39.25,52.5,67.75,Defender
S. Noreña,20,Colombia,182.88,69.9,Normal,CB,60,61,43,24,39,26,20,33,22,25,46,53,55,59,60,23,45,22,28,26,38,67,18,45,63,49,69,55,37,52,66,100000.0,1000.0,1,3,2,Low,14,33.0,27.25,34.75,53.25,Defender
Jorginhson,27,Brazil,152.4,74.8,Normal,"CDM,CM,CAM",71,72,78,75,73,70,75,77,61,55,76,77,76,66,74,50,71,41,75,55,51,52,56,72,78,77,77,67,61,75,75,6000000.0,13000.0,1,4,2,Medium,0,71.4,60.5,74.0,73.75,Midfielder
L. Jones,23,England,190.5,74.8,Normal,CB,57,60,36,32,40,52,43,32,22,21,58,63,57,68,33,32,60,29,31,36,44,66,24,57,49,50,49,50,46,58,65,150000.0,1000.0,1,2,2,Low,7,34.2,29.75,40.0,61.5,Defender
T. Monconduit,28,France,182.88,83.0,Normal,"CDM,CM",62,69,65,70,71,76,74,68,49,64,75,75,75,75,85,58,68,39,65,58,65,69,57,75,75,73,61,72,52,76,77,7500000.0,18000.0,1,3,2,Medium,1,69.6,62.0,75.75,75.0,Midfielder
Dani Giménez,35,Spain,182.88,77.1,Normal,GK,34,32,40,14,12,27,35,50,14,11,17,15,12,52,30,11,11,12,13,15,16,54,11,33,15,71,41,51,25,73,73,1600000.0,7000.0,1,2,1,Medium,0,27.0,13.75,35.5,24.0,Midfielder
G. Nijholt,29,Netherlands,182.88,78.9,Normal,CDM,53,49,64,65,69,68,68,72,63,54,63,56,59,71,69,59,54,52,69,69,70,78,67,66,60,61,72,65,65,66,66,525000.0,3000.0,1,3,3,Low,0,67.4,63.0,69.25,62.25,Midfielder
L. González,21,Argentina,152.4,73.0,Normal,ST,60,63,58,55,57,58,34,48,60,59,19,15,18,53,58,36,52,46,49,41,54,61,57,30,16,58,65,60,55,58,68,210000.0,1000.0,1,2,2,Medium,10,55.8,57.0,49.5,26.25,Attacker
Kim Joon Beom,21,Korea Republic,175.26,72.1,Normal,"CM,LM",74,70,54,59,56,59,59,55,41,61,48,45,32,62,67,45,48,27,37,38,48,46,32,60,50,60,72,58,35,57,67,170000.0,1000.0,1,4,2,Low,10,56.2,52.25,60.0,46.75,Midfielder
B. Leneis,20,Germany,195.58,84.8,Normal,GK,19,24,34,13,17,16,22,26,6,3,3,12,13,38,18,12,14,9,14,11,24,38,6,18,7,41,28,20,19,56,67,120000.0,1000.0,1,3,1,Low,11,15.8,11.5,20.5,16.5,Midfielder
A. Al Mazaidi,33,Saudi Arabia,190.5,86.2,Normal,GK,39,37,42,16,16,12,14,59,18,12,22,16,14,33,39,17,13,17,17,15,17,26,12,38,19,54,45,33,12,63,63,210000.0,4000.0,1,3,1,Low,0,28.8,15.75,31.0,21.25,Midfielder
Jacson Zonta,35,Brazil,154.94,73.9,Normal,"CAM,RM,LM",81,71,72,77,71,72,61,77,61,76,45,21,22,67,66,74,51,55,83,75,57,55,62,45,31,77,70,66,71,74,74,2800000.0,13000.0,1,4,3,Medium,0,70.6,67.75,69.0,38.75,Midfielder
P. Coutts,30,Scotland,182.88,74.8,Normal,CM,58,59,74,65,72,75,72,70,59,57,64,64,59,73,72,63,51,52,62,59,67,58,68,71,66,66,71,72,65,70,70,1700000.0,9000.0,1,3,3,Medium,0,68.2,62.0,72.25,65.0,Midfielder
A. Reghba,19,Republic of Ireland,154.94,72.1,Normal,ST,67,69,64,46,49,43,32,47,53,49,10,27,13,58,56,38,46,42,37,33,45,65,41,31,18,46,67,48,54,51,69,80000.0,1000.0,1,2,3,Medium,18,49.0,48.25,44.5,27.0,Attacker
D. Meyler,29,Republic of Ireland,190.5,81.2,Normal,"CDM,CM",55,59,57,63,67,65,62,59,66,65,65,70,62,77,77,66,71,64,50,52,70,85,60,80,68,67,54,73,69,68,68,700000.0,13000.0,1,3,2,Medium,0,66.0,66.0,65.75,68.5,Defender
E. Alarcón,26,Argentina,182.88,74.8,Lean,GK,22,30,36,14,11,24,21,35,7,5,14,10,14,61,26,13,11,6,10,11,22,43,7,22,12,37,38,47,12,53,58,60000.0,2000.0,1,3,1,Low,5,21.2,12.0,26.5,24.75,Midfielder
J. Mullins,33,England,154.94,79.8,Normal,CB,62,61,57,48,54,54,53,54,35,44,61,62,62,74,66,49,64,34,33,30,48,87,28,57,60,59,60,56,45,64,64,260000.0,3000.0,1,3,2,Low,0,51.4,43.75,56.75,64.75,Defender
Gabrisco Aníbal,27,Brazil,182.88,77.1,Normal,"CDM,CM",68,70,61,59,72,76,71,56,57,65,72,70,74,72,87,62,72,44,57,54,72,73,67,82,80,81,61,73,66,75,75,6000000.0,19000.0,1,3,2,Medium,0,67.0,63.25,72.5,72.0,Midfielder
M. Duffy,24,Northern Ireland,152.4,74.8,Lean,"LM,RM",76,79,74,69,66,67,60,66,66,67,46,47,47,70,78,68,52,67,61,59,61,72,59,46,36,58,74,65,59,69,75,1400000.0,2000.0,1,4,4,Medium,6,69.2,65.75,67.75,52.5,Midfielder
F. González,32,Argentina,152.4,78.0,Normal,ST,76,70,73,70,73,65,61,67,69,68,46,24,22,78,71,66,67,47,59,35,70,78,64,58,28,61,66,62,66,70,70,1600000.0,10000.0,1,3,3,Medium,0,68.4,69.25,66.0,42.5,Attacker
Claiton,34,Brazil,187.96,78.9,Lean,CB,52,52,56,45,58,55,47,28,14,21,76,72,70,89,53,18,70,26,12,25,40,84,29,67,65,70,54,71,18,72,72,1300000.0,3000.0,1,3,2,Medium,0,39.0,30.0,45.75,76.75,Defender
E. Ebanks-Landell,26,England,187.96,88.0,Stocky,CB,55,60,54,52,52,52,52,52,39,33,62,67,64,78,61,51,61,35,32,22,66,68,58,70,64,58,55,49,36,65,66,525000.0,13000.0,1,3,2,Low,1,51.2,47.5,54.25,67.75,Defender
J. Bedeau,19,England,182.88,78.0,Lean,CB,75,70,70,51,50,52,49,35,39,40,52,54,54,68,64,44,53,28,34,28,48,71,24,53,53,50,60,45,37,56,73,170000.0,1000.0,1,3,2,Medium,17,48.2,44.5,50.0,57.0,Defender
M. Abusabaan,29,Saudi Arabia,154.94,76.2,Normal,"CM,CDM,CAM",66,69,71,65,64,65,60,62,43,62,61,61,62,72,80,58,62,65,45,68,64,71,69,80,55,65,65,55,55,65,65,525000.0,7000.0,1,3,3,Low,0,63.0,58.5,66.75,64.0,Midfielder
Wen Zhixiang,25,China PR,193.04,96.2,Normal,GK,46,44,36,11,22,28,21,13,17,19,20,13,19,70,41,16,14,12,18,20,21,58,11,25,11,52,46,29,21,53,56,50000.0,1000.0,1,1,1,Low,3,22.0,17.0,25.75,30.5,Defender
A. Walke,35,Germany,187.96,88.0,Stocky,GK,38,33,41,19,14,18,19,46,8,9,22,13,22,70,38,13,24,19,12,14,27,70,14,42,21,71,42,30,31,73,73,950000.0,13000.0,1,3,1,Medium,0,25.8,15.75,30.25,31.75,Defender
L. Montipó,23,Italy,190.5,82.1,Normal,GK,40,42,46,19,20,17,16,20,20,15,18,19,11,49,35,15,17,18,17,15,24,54,14,24,10,65,49,50,29,68,77,1000000.0,2000.0,1,1,1,Medium,9,22.2,19.5,22.0,24.25,Defender
M. Dimun,22,Slovakia,185.42,76.2,Lean,"CDM,CM",55,62,59,49,61,61,57,57,31,45,56,63,56,73,81,36,46,45,31,43,46,54,38,61,54,51,66,51,50,61,74,425000.0,1000.0,1,3,2,Medium,13,55.8,42.75,64.0,62.0,Midfielder
A. Balanta,19,Colombia,152.4,72.1,Normal,CDM,67,63,59,49,57,64,53,42,38,38,57,63,59,59,68,45,54,33,41,39,54,60,44,64,62,56,67,53,42,60,80,375000.0,1000.0,1,3,2,Medium,20,52.2,44.75,56.75,59.5,Defender
Kaku,24,Paraguay,170.18,68.0,Lean,CAM,85,82,89,78,74,77,73,76,66,70,40,44,40,56,77,65,39,51,70,66,69,56,68,51,61,64,82,71,61,75,82,9500000.0,8000.0,1,3,4,High,7,74.8,70.75,75.75,45.0,Midfielder
S. Lusiusz,19,Poland,185.42,74.8,Normal,CM,63,66,73,43,48,58,56,52,31,49,44,45,42,65,68,46,50,43,32,45,55,64,39,52,50,53,67,45,43,53,65,100000.0,1000.0,1,3,2,Low,12,50.4,44.5,58.5,49.0,Midfielder
C. Calix,19,Honduras,165.1,59.9,Lean,"CAM,RM",54,63,52,60,66,79,74,64,45,45,30,48,55,33,42,52,47,54,60,49,62,56,33,47,45,49,94,65,52,61,76,525000.0,2000.0,1,3,2,Medium,15,58.0,53.0,64.75,41.5,Midfielder
L. Sadiku,27,Kosovo,185.42,69.9,Lean,CDM,58,44,69,53,68,73,70,59,43,53,72,70,66,60,71,36,54,51,60,38,77,74,69,71,73,69,67,69,70,71,73,2400000.0,9000.0,1,3,2,Medium,2,59.8,56.5,68.25,67.0,Midfielder
F. Acosta,24,Colombia,190.5,69.9,Normal,RM,41,56,48,50,59,56,58,52,55,49,38,43,38,86,51,56,62,46,30,41,61,62,53,53,40,54,50,55,36,54,60,90000.0,1000.0,1,2,2,Low,6,52.8,53.75,54.25,51.25,Midfielder
C. Benschop,29,Curacao,190.5,89.8,Stocky,"ST,CAM",52,67,53,64,65,63,58,66,67,68,29,44,26,89,61,58,65,59,60,68,83,34,66,74,32,65,55,68,74,69,69,1100000.0,14000.0,1,3,3,Medium,0,64.2,70.5,62.0,47.0,Attacker
R. Pizarro,25,Mexico,175.26,71.2,Lean,"CAM,LM,CM",81,82,82,79,77,78,72,74,70,72,65,61,61,72,89,72,58,73,70,54,72,70,68,50,69,70,74,70,67,76,80,10000000.0,37000.0,2,4,3,Medium,4,78.0,73.25,78.25,64.75,Midfielder
F. Leonardo,22,Argentina,175.26,73.9,Normal,LM,80,72,70,63,55,61,55,46,49,48,37,31,29,56,69,58,33,41,49,60,58,47,44,22,33,53,74,41,55,60,72,375000.0,2000.0,1,2,2,Medium,12,57.6,54.5,57.75,38.25,Midfielder
K. Fukai,23,Japan,152.4,72.1,Normal,"CM,CDM",61,59,52,66,68,69,62,51,40,46,52,61,55,68,63,63,46,33,49,39,56,63,46,62,59,64,69,57,40,62,68,400000.0,1000.0,1,4,3,Medium,6,57.8,52.0,61.25,59.0,Midfielder
N. Tzanev,22,New Zealand,195.58,72.1,Lean,GK,50,47,31,21,24,32,29,30,14,16,18,17,15,54,25,22,12,19,14,16,25,58,12,34,10,56,57,36,20,53,65,80000.0,1000.0,1,1,1,Low,12,24.4,19.0,29.0,26.0,Midfielder
M. Stoch,29,Slovakia,167.64,66.2,Normal,"LM,RM,CAM",87,82,89,80,78,69,64,65,70,70,33,30,22,34,73,71,35,69,84,74,85,62,87,67,52,71,86,70,72,75,75,6500000.0,1000.0,2,5,3,Medium,0,71.4,76.25,67.75,29.75,Attacker
E. García,29,Mexico,167.64,67.1,Normal,LB,75,75,88,69,69,65,60,48,41,53,82,67,66,57,90,66,56,41,64,58,67,75,67,56,65,61,81,66,58,71,71,1900000.0,18000.0,1,5,3,Medium,0,62.6,57.5,65.75,68.0,Defender
J. Billong,25,France,193.04,88.0,Stocky,CB,56,55,42,47,43,59,46,38,25,28,56,72,71,85,56,39,64,36,32,32,54,67,30,64,66,60,39,53,53,67,71,850000.0,2000.0,1,3,2,Medium,4,45.0,38.5,49.75,71.0,Defender
M. Virtue,21,England,175.26,66.2,Lean,"CDM,CM",70,68,77,54,57,64,63,50,42,38,52,62,61,50,56,45,49,40,41,42,63,69,47,67,49,58,80,55,56,59,71,250000.0,1000.0,1,3,2,Medium,12,53.2,49.25,58.25,56.25,Midfielder
R. Özcan,34,Austria,182.88,78.0,Normal,GK,52,51,48,13,14,34,26,32,14,10,22,14,13,72,36,12,14,13,14,19,23,71,17,32,12,73,36,53,16,75,75,2700000.0,36000.0,1,2,1,Medium,0,25.8,15.0,32.0,30.25,Midfielder
R. Berić,27,Slovenia,187.96,83.0,Normal,ST,62,55,58,67,72,72,65,70,80,81,38,30,23,77,69,52,73,69,65,56,73,71,67,65,38,71,58,71,71,74,75,6500000.0,29000.0,2,3,3,Medium,1,71.6,75.25,69.0,42.0,Attacker
Wan Houliang,33,China PR,187.96,79.8,Normal,CB,48,50,79,36,45,56,60,45,16,45,57,60,65,70,74,23,64,16,21,17,45,63,21,72,60,60,60,45,23,62,62,170000.0,2000.0,1,2,2,Low,0,45.4,35.5,58.75,63.0,Defender
J. Andersson,22,Sweden,152.4,68.0,Lean,"RWB,LWB",82,82,75,64,65,66,61,51,42,47,65,61,64,56,80,64,39,46,67,41,54,62,40,70,61,61,74,62,45,68,76,1100000.0,6000.0,1,4,3,Medium,8,60.6,51.75,64.5,61.5,Midfielder
A. Weidinger,21,Germany,198.12,88.0,Normal,GK,22,23,29,11,18,23,23,24,7,6,12,13,11,60,21,13,10,8,13,12,22,54,6,22,14,40,38,25,10,52,60,60000.0,1000.0,1,2,1,Low,8,17.2,11.5,22.75,24.0,Defender
D. Luckassen,23,Netherlands,185.42,78.0,Normal,"CB,CDM",75,79,72,65,69,70,69,62,48,57,64,71,70,82,78,55,76,32,67,70,81,82,67,75,70,65,70,63,46,73,77,4400000.0,10000.0,1,3,2,Medium,4,64.6,62.75,69.75,71.75,Defender
P. Kucharczyk,21,Poland,185.42,78.0,Normal,CB,59,62,41,51,57,54,51,31,19,23,57,62,60,68,55,31,63,26,32,29,45,72,27,54,52,45,61,48,39,60,63,220000.0,1000.0,1,3,2,Low,3,42.0,34.5,47.75,61.75,Defender
E. Ponce,21,Argentina,152.4,78.0,Normal,ST,77,76,75,74,71,60,47,56,75,72,29,30,28,71,75,59,75,64,68,57,76,79,63,43,49,73,76,67,66,74,80,8000000.0,1000.0,1,3,3,Medium,6,68.0,74.25,59.5,39.5,Attacker
J. Hernández,19,Mexico,172.72,68.9,Normal,LM,74,75,57,59,60,64,63,52,48,50,24,48,52,45,55,53,54,48,52,54,58,59,48,47,42,57,78,65,53,60,73,400000.0,4000.0,1,3,2,Medium,13,55.6,53.75,58.5,42.25,Midfielder
D. Lovren,29,Croatia,187.96,83.9,Normal,CB,54,55,50,63,67,69,66,56,33,21,81,83,85,82,68,59,80,42,26,18,63,81,34,87,77,75,41,70,52,81,82,16000000.0,115000.0,2,4,2,High,1,57.8,45.0,64.75,82.75,Defender
Lucas Rodrigues,19,Brazil,182.88,73.9,Normal,ST,63,68,62,64,61,53,35,50,65,59,20,18,15,64,53,40,60,55,47,32,64,69,52,30,22,58,63,48,57,62,71,425000.0,1000.0,1,3,3,Medium,9,57.0,63.0,47.75,29.25,Attacker
Nélson Monte,23,Portugal,187.96,78.0,Lean,CB,61,54,57,53,63,68,67,44,28,41,75,73,71,76,64,52,65,33,43,38,49,74,31,64,73,70,56,63,46,72,78,3600000.0,6000.0,1,2,2,Medium,6,51.4,42.75,60.75,73.75,Defender
V. Bezecourt,25,France,170.18,68.0,Normal,"CAM,CM",70,67,65,65,66,66,62,61,53,60,37,48,47,61,72,62,48,57,63,65,65,62,59,50,62,51,65,61,60,63,68,500000.0,2000.0,1,4,3,Medium,5,63.4,60.75,65.25,48.25,Midfielder
Edinho,36,Portugal,182.88,73.9,Lean,ST,53,64,61,68,69,59,44,52,76,73,37,25,33,68,44,47,80,73,60,71,79,76,72,69,19,72,62,70,89,73,73,1800000.0,9000.0,1,3,3,Medium,0,59.8,74.0,49.75,40.75,Attacker
G. Roberts,34,England,152.4,73.9,Normal,"LM,CAM",52,52,67,69,68,67,62,72,63,66,33,33,30,61,57,68,48,66,70,69,64,45,65,65,38,62,71,70,72,66,66,325000.0,15000.0,1,3,3,Low,0,65.6,65.5,64.5,39.25,Attacker
R. Brown,23,England,175.26,78.0,Lean,"CAM,CM",83,78,84,65,63,63,62,64,50,58,48,52,45,60,73,59,44,40,48,61,63,73,61,58,50,56,82,64,51,64,68,600000.0,3000.0,1,4,3,Medium,4,63.0,59.0,65.5,51.25,Midfielder
N. Schiappacasse,20,Uruguay,154.94,73.0,Normal,"LM,ST,RM",70,73,68,72,69,56,37,61,71,67,24,25,23,54,52,60,50,41,43,45,62,39,72,35,55,59,64,49,51,65,82,1200000.0,5000.0,1,3,2,High,17,62.4,68.0,51.5,31.5,Attacker
D. Norman Jr.,20,Canada,187.96,81.2,Lean,CM,57,66,56,49,45,55,51,45,25,49,41,40,48,67,55,38,40,31,34,36,54,63,34,51,47,49,52,40,43,49,63,60000.0,1000.0,1,3,2,Low,14,45.8,44.25,51.5,49.0,Midfielder
J. Coustrain,23,Republic of Ireland,172.72,68.0,Lean,"RM,LM",78,81,77,64,63,57,51,41,51,61,39,29,26,54,56,55,32,39,48,37,58,45,43,48,35,49,75,50,50,60,68,300000.0,1000.0,1,3,3,Medium,8,53.8,58.5,51.25,37.0,Attacker
R. Gotts,19,England,175.26,78.0,Normal,RM,76,74,69,60,58,58,51,44,55,53,45,46,45,58,58,58,46,41,44,36,53,61,39,56,40,47,77,43,40,59,74,325000.0,3000.0,1,3,2,Medium,15,55.0,55.25,52.75,48.5,Attacker
G. Niedermeier,33,Germany,190.5,79.8,Lean,CB,45,52,30,28,29,35,36,41,30,39,56,74,73,78,33,25,80,29,36,32,57,56,16,87,69,69,30,56,49,69,69,600000.0,5000.0,2,2,2,Medium,0,33.4,38.5,36.25,70.25,Defender
D. Yearwood,19,England,175.26,63.0,Normal,CM,79,73,78,64,64,65,63,63,45,57,57,57,55,74,79,50,53,41,46,43,64,72,62,63,56,60,79,67,47,64,80,925000.0,1000.0,1,3,3,Medium,16,63.2,57.5,67.5,60.75,Midfielder
H. Türkmen,21,Turkey,182.88,78.0,Normal,CB,61,69,45,44,42,50,41,33,25,21,58,65,62,70,65,48,69,22,39,25,45,80,45,55,60,44,65,51,32,62,71,400000.0,3000.0,1,3,2,Medium,9,43.4,33.75,47.25,63.75,Defender
A. Monfray,28,France,185.42,78.9,Lean,"CB,RB",62,67,70,50,57,64,65,61,48,26,64,67,62,84,82,61,59,32,34,31,69,71,65,77,64,63,59,61,36,68,68,750000.0,3000.0,1,3,2,Medium,0,61.0,48.25,68.0,69.25,Defender
N. Alho,25,Finland,172.72,76.2,Normal,"RM,RW",81,74,81,64,65,60,56,56,50,49,45,31,24,58,68,67,38,51,63,55,60,80,40,40,58,50,84,56,59,63,65,450000.0,1000.0,1,3,3,Low,2,59.6,55.75,60.0,39.5,Midfielder
Joãozinho,29,Portugal,185.42,72.1,Normal,LB,71,66,65,68,68,64,69,55,43,62,67,72,72,62,76,71,56,37,57,71,72,61,68,72,68,66,66,66,39,70,70,1400000.0,4000.0,1,3,3,Medium,0,61.2,61.25,66.0,68.25,Defender
D. Maroh,32,Slovenia,185.42,84.8,Normal,CB,53,49,53,40,52,50,48,46,30,32,69,74,73,79,64,46,72,42,36,22,63,76,27,73,70,70,56,66,42,71,71,1600000.0,6000.0,2,2,2,Medium,0,46.0,41.25,52.0,73.75,Defender
Liu Dianzuo,28,China PR,187.96,82.1,Normal,GK,41,49,37,17,20,24,41,58,15,18,23,20,20,72,38,15,13,16,18,20,21,59,17,20,19,61,46,62,23,65,65,375000.0,4000.0,1,3,1,Low,0,30.4,17.75,40.25,33.75,Midfielder
E. Næsbak Brenden,25,Norway,154.94,72.1,Normal,"LM,RM",76,78,80,62,59,56,49,51,49,48,41,45,35,62,69,57,41,45,45,42,58,55,47,39,27,46,77,60,55,59,62,200000.0,1000.0,1,4,2,Low,3,57.4,54.25,56.25,45.75,Midfielder
A. Murgia,22,Italy,185.42,78.0,Normal,"CM,CDM",52,51,54,69,74,75,72,72,60,72,74,68,66,68,51,56,70,58,55,55,69,54,69,58,68,74,57,62,53,72,78,4200000.0,22000.0,1,3,3,Medium,6,65.4,67.5,67.5,69.0,Defender
K. Petratos,21,Australia,154.94,78.9,Lean,LM,78,77,68,58,56,55,56,52,51,52,36,35,42,70,53,51,39,38,42,39,49,52,38,40,32,44,58,46,63,58,68,210000.0,1000.0,1,3,2,Medium,10,53.8,52.5,54.0,45.75,Midfielder
R. Taylor,24,Finland,182.88,79.8,Normal,"RM,RWB",78,78,53,70,63,62,62,56,62,57,44,56,54,65,73,59,40,43,61,58,75,71,74,60,57,49,62,62,44,65,71,750000.0,1000.0,1,3,3,Medium,6,64.6,66.0,63.25,54.75,Attacker
J. Sancho,18,England,154.94,76.2,Lean,"RM,LM",88,87,90,89,86,76,54,77,73,71,28,33,36,53,67,72,38,74,77,48,65,49,49,41,30,78,88,73,57,79,91,21000000.0,26000.0,2,4,5,High,12,76.4,74.5,68.5,37.5,Attacker
G. Díaz,30,Argentina,175.26,74.8,Normal,"RB,RM",73,67,72,70,73,68,68,72,46,66,67,67,64,68,80,72,53,48,72,67,75,67,70,68,67,70,71,65,59,70,70,1300000.0,8000.0,1,2,3,Medium,0,67.2,64.25,72.0,66.5,Midfielder
Cordero,24,Spain,187.96,79.8,Lean,GK,22,27,33,6,12,28,28,29,7,5,16,11,11,57,20,10,14,7,13,12,17,44,5,26,20,52,35,39,13,61,66,240000.0,1000.0,1,3,1,Low,5,18.0,8.75,26.25,23.75,Midfielder
